# Simulation 9 (Up to date)
# 494 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (20.3 m/s)
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
20.903,590.74,-7.543,0.0083971,7.5507,0.29857,-6.3132,0.0038488,6.3132,179.97,1.9692,0.29845,28.61,-80.6,9.7904,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022336,273343,0,1.8648,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010145,NaN,NaN,NaN,NaN,1.8892,11.136,944.05,338.05,0.5,0.11296
21.403,586.97,-7.5447,-0.0033226,7.5432,0.062641,-7.29,0.0037931,7.29,179.97,1.9379,0.062553,28.61,-80.6,9.7904,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022313,273150,0,1.8618,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010076,NaN,NaN,NaN,NaN,1.9217,11.16,944.47,338.06,0.5,0.11301
21.903,583.2,-7.5425,0.0043281,7.5447,0.023342,-8.2561,0.0037395,8.2561,179.97,1.9264,0.022937,28.61,-80.6,9.7904,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022317,273285,0,1.8632,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010065,NaN,NaN,NaN,NaN,1.921,11.185,944.89,338.08,0.5,0.11304
22.403,579.43,-7.5408,0.003454,7.5435,0.1562,-9.2388,0.0036869,9.2388,179.98,2.0045,0.15616,28.61,-80.6,9.7904,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022312,273321,0,1.8633,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010057,NaN,NaN,NaN,NaN,2.0474,11.209,945.31,338.09,0.5,0.11307
22.903,575.66,-7.539,0.0035893,7.5426,0.21423,-10.268,0.0036342,10.268,179.98,2.1116,0.2142,28.61,-80.6,9.7904,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022308,273369,0,1.8635,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010088,NaN,NaN,NaN,NaN,2.1702,11.234,945.73,338.11,0.5,0.1131
23.403,571.89,-7.5388,4.6378e-4,7.5393,0.087226,-11.313,0.0035798,11.313,179.98,2.068,0.087225,28.61,-80.6,9.7904,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022298,273328,0,1.8626,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010132,NaN,NaN,NaN,NaN,2.0452,11.258,946.16,338.12,0.5,0.11313
23.903,568.12,-7.5373,0.0029838,7.5388,0.011824,-12.345,0.0035242,12.345,179.98,2.0623,0.011441,28.61,-80.6,9.7904,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022295,273389,0,1.863,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010112,NaN,NaN,NaN,NaN,2.0599,11.283,946.58,338.14,0.5,0.11317
24.403,564.35,-7.534,0.0064871,7.5403,0.27511,-13.411,0.0034687,13.411,179.99,2.1998,0.27503,28.61,-80.6,9.7904,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022298,273522,0,1.8644,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010108,NaN,NaN,NaN,NaN,2.2746,11.307,947,338.15,0.5,0.11322
24.903,560.59,-7.5348,-0.0014952,7.5347,0.12745,-14.495,0.003412,14.495,179.99,2.1361,0.12744,28.61,-80.6,9.7904,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022281,273398,0,1.8623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010166,NaN,NaN,NaN,NaN,2.1024,11.332,947.42,338.17,0.5,0.11326
25.403,556.82,-7.533,0.0034829,7.5351,0.085719,-15.552,0.0033543,15.552,179.99,2.0932,0.085648,28.61,-80.6,9.7905,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022281,273492,0,1.8631,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010138,NaN,NaN,NaN,NaN,2.0709,11.356,947.84,338.18,0.5,0.1133
25.903,553.05,-7.5276,0.010811,7.5397,0.41322,-16.65,0.0032972,16.65,179.99,2.2998,0.41308,28.61,-80.6,9.7905,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022294,273742,0,1.8661,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010116,NaN,NaN,NaN,NaN,2.4115,11.381,948.26,338.2,0.5,0.11333
26.403,549.29,-7.5276,7.3543e-5,7.5342,0.41,-17.749,0.0032389,17.749,179.99,2.0948,0.41,28.61,-80.6,9.7905,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022277,273619,0,1.864,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010205,NaN,NaN,NaN,NaN,1.9853,11.405,948.68,338.21,0.5,0.11336
26.903,545.53,-7.5298,-0.0044231,7.5281,0.11604,-18.782,0.0031802,18.782,179.99,2.0368,0.11596,28.61,-80.6,9.7905,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022258,273477,0,1.8617,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001011,NaN,NaN,NaN,NaN,2.0063,11.43,949.1,338.23,0.5,0.11339
27.403,541.76,-7.5274,0.0047836,7.5303,0.11237,-19.814,0.0031235,19.814,179.99,2.0929,0.11227,28.61,-80.6,9.7905,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022263,273636,0,1.8635,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010088,NaN,NaN,NaN,NaN,2.1238,11.454,949.52,338.24,0.5,0.11345
27.903,538,-7.5233,0.0081573,7.5326,0.36329,-20.906,0.0030677,20.906,179.99,2.2745,0.3632,28.61,-80.6,9.7905,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022269,273799,0,1.8653,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010109,NaN,NaN,NaN,NaN,2.3727,11.479,949.94,338.25,0.5,0.11347
28.403,534.24,-7.5216,0.0034043,7.5303,0.42383,-21.99,0.0030101,21.99,179.99,2.0626,0.42382,28.61,-80.6,9.7905,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022261,273795,0,1.8648,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010188,NaN,NaN,NaN,NaN,1.9497,11.503,950.36,338.27,0.5,0.1135
28.903,530.48,-7.5241,-0.004994,7.5229,0.18148,-23.044,0.0029521,23.044,179.99,2.1533,0.18141,28.61,-80.6,9.7905,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022238,273605,0,1.8618,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010089,NaN,NaN,NaN,NaN,2.2028,11.527,950.78,338.28,0.5,0.11353
29.403,526.72,-7.5224,0.0033852,7.5242,0.042342,-24.126,0.002895,24.126,179.99,2.1744,0.042206,28.61,-80.6,9.7905,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022241,273730,0,1.8631,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010132,NaN,NaN,NaN,NaN,2.1865,11.552,951.2,338.3,0.5,0.11356
29.903,522.95,-7.5212,0.0024525,7.5225,0.043702,-25.208,0.0028373,25.208,179.99,2.1526,0.043633,28.61,-80.6,9.7906,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022235,273747,0,1.8629,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001014,NaN,NaN,NaN,NaN,2.1416,11.576,951.62,338.31,0.5,0.11359
30.403,519.19,-7.5169,0.0085566,7.5258,0.3419,-26.242,0.0027794,26.242,179.99,1.9817,0.34179,28.61,-80.6,9.7906,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022244,273944,0,1.8652,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010129,NaN,NaN,NaN,NaN,1.891,11.601,952.04,338.33,0.5,0.11361
30.903,515.44,-7.5179,-0.0019043,7.5194,0.24962,-27.201,0.0027232,27.201,179.99,1.8569,0.24961,28.61,-80.6,9.7906,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022224,273789,0,1.8627,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010049,NaN,NaN,NaN,NaN,1.7908,11.625,952.46,338.34,0.5,0.11366
31.403,511.68,-7.5173,0.0012173,7.5181,0.081982,-28.14,0.00267,28.14,179.99,1.8979,0.081973,28.61,-80.6,9.7906,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022219,273824,0,1.8627,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9991e-4,NaN,NaN,NaN,NaN,1.9206,11.65,952.88,338.36,0.5,0.1137
31.903,507.92,-7.5154,0.0036834,7.518,0.1344,-29.106,0.0026187,29.106,179.99,1.9651,0.13435,28.61,-80.6,9.7906,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022218,273897,0,1.8633,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010015,NaN,NaN,NaN,NaN,2.0017,11.674,953.3,338.37,0.5,0.11374
32.403,504.16,-7.5147,0.00142,7.5154,0.0047232,-30.088,0.0025671,30.088,180,1.9628,0.0045047,28.61,-80.6,9.7906,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022209,273882,0,1.8627,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001004,NaN,NaN,NaN,NaN,1.9623,11.699,953.72,338.39,0.5,0.11377
32.903,500.4,-7.5132,0.0030293,7.5147,0.0080342,-31.068,0.0025148,31.068,180,1.9591,0.0074412,28.61,-80.6,9.7906,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022206,273935,0,1.863,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010038,NaN,NaN,NaN,NaN,1.9578,11.723,954.14,338.4,0.5,0.11379
33.403,496.65,-7.5118,0.0027449,7.5134,0.063246,-32.056,0.0024624,32.056,180,1.9907,0.063186,28.61,-80.6,9.7906,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022201,273964,0,1.863,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010035,NaN,NaN,NaN,NaN,2.0083,11.747,954.56,338.42,0.5,0.11382
33.903,492.89,-7.507,0.0097089,7.5173,0.37442,-33.004,0.0024097,33.004,180,1.8035,0.3743,28.61,-80.6,9.7907,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022212,274190,0,1.8657,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010046,NaN,NaN,NaN,NaN,1.7045,11.772,955,338.43,0.5,0.11387
34.403,489.14,-7.5082,-0.0023567,7.5101,0.28279,-33.871,0.0023582,33.871,180,1.6621,0.28278,28.61,-80.6,9.7907,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.02219,274012,0,1.8628,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9649e-4,NaN,NaN,NaN,NaN,1.5874,11.796,955.44,338.45,0.5,0.1139
34.903,485.39,-7.5044,0.0074157,7.5136,0.37267,-34.748,0.00231,34.748,180,1.8484,0.3726,28.61,-80.6,9.7907,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022199,274225,0,1.8652,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9139e-4,NaN,NaN,NaN,NaN,1.9484,11.821,955.88,338.46,0.5,0.11393
35.403,481.63,-7.5065,-0.0040536,7.5057,0.1779,-35.695,0.0022626,35.695,180,1.9374,0.17786,28.61,-80.6,9.7907,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022175,274020,0,1.862,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9793e-4,NaN,NaN,NaN,NaN,1.9856,11.845,956.32,338.48,0.5,0.11396
35.903,477.88,-7.5048,0.0033437,7.5065,0.039983,-36.658,0.0022131,36.658,180,1.9175,0.039843,28.61,-80.6,9.7907,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022176,274135,0,1.8631,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010018,NaN,NaN,NaN,NaN,1.9076,11.869,956.76,338.49,0.5,0.11398
36.403,474.13,-7.5035,0.0026691,7.5049,0.046239,-37.623,0.0021622,37.623,180,1.9405,0.046162,28.61,-80.6,9.7907,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022171,274159,0,1.863,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010007,NaN,NaN,NaN,NaN,1.9536,11.894,957.2,338.51,0.5,0.11401
36.903,470.38,-7.4982,0.010598,7.5095,0.39221,-38.642,0.0021109,38.642,180,2.1366,0.39206,28.61,-80.6,9.7907,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022183,274411,0,1.866,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010015,NaN,NaN,NaN,NaN,2.2414,11.918,957.64,338.52,0.5,0.11408
37.403,466.63,-7.501,-0.0057372,7.4995,0.18122,-39.733,0.0020575,39.733,180,2.2271,0.18113,28.61,-80.6,9.7907,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022153,274129,0,1.8617,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010093,NaN,NaN,NaN,NaN,2.2761,11.943,958.08,338.54,0.5,0.11412
37.903,462.88,-7.4968,0.0084603,7.5047,0.30622,-40.808,0.0020009,40.808,180,2.0741,0.3061,28.61,-80.6,9.7907,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022167,274403,0,1.865,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010138,NaN,NaN,NaN,NaN,1.9935,11.967,958.52,338.55,0.5,0.11416
38.403,459.13,-7.4974,-0.0011339,7.4988,0.2256,-41.817,0.0019437,41.817,180,1.9613,0.22559,28.61,-80.6,9.7908,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022149,274271,0,1.8627,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010064,NaN,NaN,NaN,NaN,1.9021,11.991,958.96,338.57,0.5,0.1142
38.903,455.38,-7.4965,0.0016759,7.4976,0.075167,-42.788,0.0018886,42.788,180,1.9237,0.075148,28.61,-80.6,9.7908,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022144,274311,0,1.8628,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010016,NaN,NaN,NaN,NaN,1.9045,12.016,959.4,338.58,0.5,0.11425
39.403,451.63,-7.4946,0.003782,7.4973,0.13501,-43.767,0.0018356,43.767,180,1.9912,0.13496,28.61,-80.6,9.7908,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022142,274383,0,1.8634,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9997e-4,NaN,NaN,NaN,NaN,2.0277,12.04,959.84,338.6,0.5,0.11429
39.903,447.89,-7.4922,0.0048347,7.4972,0.25504,-44.731,0.001783,44.731,180,1.8637,0.255,28.61,-80.6,9.7908,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022141,274463,0,1.864,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010025,NaN,NaN,NaN,NaN,1.7968,12.064,960.28,338.61,0.5,0.11433
40.403,444.14,-7.4898,0.0048614,7.4968,0.34267,-45.706,0.0017312,45.706,180,2.035,0.34264,28.61,-80.6,9.7908,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022139,274534,0,1.8646,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9702e-4,NaN,NaN,NaN,NaN,2.1265,12.089,960.72,338.62,0.5,0.11437
40.903,440.4,-7.4907,-0.0017243,7.4914,0.20365,-46.749,0.0016792,46.749,180,2.1368,0.20364,28.61,-80.6,9.7908,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022122,274420,0,1.8626,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010038,NaN,NaN,NaN,NaN,2.1916,12.113,961.16,338.64,0.5,0.11441
41.403,436.65,-7.4896,0.0021655,7.4908,0.052389,-47.81,0.0016247,47.81,180,2.1107,0.052344,28.61,-80.6,9.7908,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022119,274479,0,1.8629,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010084,NaN,NaN,NaN,NaN,2.0975,12.137,961.6,338.65,0.5,0.11446
41.903,432.91,-7.4871,0.0049765,7.4912,0.20654,-48.84,0.0015688,48.84,180,2.0074,0.20648,28.61,-80.601,9.7908,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.02212,274579,0,1.8638,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010071,NaN,NaN,NaN,NaN,1.9535,12.162,962.04,338.67,0.5,0.1145
42.403,429.16,-7.4869,4.7668e-4,7.4875,0.10323,-49.857,0.0015135,49.857,180,2.059,0.10323,28.61,-80.601,9.7908,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022108,274526,0,1.8627,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010023,NaN,NaN,NaN,NaN,2.0871,12.186,962.48,338.68,0.5,0.11455
42.903,425.42,-7.4843,0.0050613,7.4885,0.20564,-50.86,0.0014589,50.86,180,1.9562,0.20558,28.61,-80.601,9.7909,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.02211,274645,0,1.8639,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010045,NaN,NaN,NaN,NaN,1.9026,12.21,962.92,338.7,0.5,0.11459
43.403,421.68,-7.4828,0.002963,7.4867,0.24567,-51.808,0.0014049,51.808,180,1.8334,0.24566,28.61,-80.601,9.7909,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022103,274661,0,1.8636,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9982e-4,NaN,NaN,NaN,NaN,1.7692,12.235,963.36,338.71,0.5,0.11462
43.903,417.94,-7.4829,-1.8065e-4,7.483,0.060177,-52.732,0.0013532,52.732,180,1.8635,0.060176,28.61,-80.601,9.7909,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022091,274610,0,1.8625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9467e-4,NaN,NaN,NaN,NaN,1.8801,12.259,963.79,338.73,0.5,0.11465
44.403,414.2,-7.4809,0.0040334,7.4834,0.10514,-53.651,0.001303,53.651,180,1.811,0.10507,28.61,-80.601,9.7909,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022092,274706,0,1.8634,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9587e-4,NaN,NaN,NaN,NaN,1.784,12.283,964.23,338.74,0.5,0.11468
44.903,410.46,-7.4633,0.035139,7.5064,0.81125,-54.657,0.0012537,54.657,180,2.2162,0.81049,28.61,-80.601,9.7909,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022159,275635,0,1.8756,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9356e-4,NaN,NaN,NaN,NaN,2.4288,12.308,964.67,338.76,0.5,0.11471
45.403,406.73,-7.4814,-0.036132,7.4667,0.29335,-55.802,0.0012015,55.802,180,2.3618,0.29112,28.61,-80.601,9.7909,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.02204,274260,0,1.8565,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010087,NaN,NaN,NaN,NaN,2.4397,12.332,965.11,338.77,0.5,0.11474
45.903,402.99,-7.4566,0.049573,7.5113,0.88324,-56.873,0.0011436,56.873,180,1.9208,0.88185,28.61,-80.601,9.7909,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022171,275983,0,1.8794,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010179,NaN,NaN,NaN,NaN,1.692,12.356,965.55,338.79,0.5,0.11477
46.403,399.26,-7.482,-0.050784,7.4567,0.073596,-57.84,0.0010862,57.84,180,1.9475,0.053267,28.61,-80.601,9.7909,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022009,274060,0,1.8529,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9495e-4,NaN,NaN,NaN,NaN,1.9624,12.381,965.99,338.8,0.5,0.11483
46.903,395.52,-7.4715,0.020945,7.4834,0.1916,-58.79,0.0010326,58.79,180,1.8523,0.19045,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022087,275123,0,1.8668,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9917e-4,NaN,NaN,NaN,NaN,1.803,12.405,966.42,338.82,0.5,0.11486
47.403,391.78,-7.4702,0.002746,7.4773,0.38232,-59.763,9.8101e-4,59.763,180,2.0434,0.38231,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022068,274980,0,1.8645,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9402e-4,NaN,NaN,NaN,NaN,2.1446,12.429,966.86,338.83,0.5,0.11489
47.903,388.05,-7.4721,-0.0038358,7.4708,0.13315,-60.769,9.292e-4,60.769,180,1.9769,0.13309,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022048,274826,0,1.862,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010018,NaN,NaN,NaN,NaN,1.9425,12.453,967.3,338.85,0.5,0.11492
48.403,384.31,-7.4685,0.0072275,7.4746,0.25534,-61.789,8.7625e-4,61.789,180,2.1045,0.25524,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022058,275048,0,1.8645,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.9918e-4,NaN,NaN,NaN,NaN,2.1722,12.478,967.74,338.86,0.5,0.11494
48.903,380.58,-7.4694,-0.0018402,7.4686,0.055073,-62.834,8.2239e-4,62.834,180,2.077,0.055042,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022039,274908,0,1.8622,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010043,NaN,NaN,NaN,NaN,2.0632,12.502,968.18,338.88,0.5,0.11497
49.403,376.84,-7.467,0.0047793,7.47,0.12235,-63.888,7.6733e-4,63.888,180,2.1381,0.12226,28.61,-80.601,9.791,NaN,NaN,NaN,NaN,190.23,0,NaN,NaN,NaN,NaN,NaN,0.022043,275042,0,1.8636,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0010032,NaN,NaN,NaN,NaN,2.1709,12.526,968.61,338.89,0.5,0.11502
